WEB,MOM,Image,Actv Web,Note,MPN / Availability ,Item # ,UPC,Category,Product Name,Color ,Cost, Price,Min Q,Inventory,MOM Low Level,BC Low Level,Color Group ,Color Group ,Color Group ,Color Group ,Color Group ,Color Group ,Flower Type,Flower Type ,Flower Type ,Size,Season,Season,Season,Season,Copy ,Bullet ,Bullet ,Bullet ,Bullet ,Bullet ,Bullet ,Page Title,Meta Description ,Meta Keywords,X-Sell Vase ,X-Sell Gems ,Overall  Height,Overall Width (for Sprays),Bloom Diameter,# of Stems in Bouquet Photo,Bouquet Vase Dimensions,Item # for Vase Used,Outline Photo (-ot),Outline Alt (-alt),Bouquet Photo (-bq),Bouquet Close Up    (-bcu)
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4167-FU,848644017554,All Stems ,"Artificial Phalaenopsis Orchid Stem - 35"" ",Fuchsia,$5.12,$18.75,1,150,,12,Cream-White,Pink-Fuchsia-Beauty,,,,,Orchids,,,"25"" and Over",,,,,"Decorate with ease with our 35"" phalaenopsis orchids available in three colors.12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (sold seperately).","35"" Tall","Bloom Diameter 4""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,35''H,-,4''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4168,,All Stems ,"Faux Berry Foliage Stem Spray - 14"" ",Master SKU ,,,,NA,,12,Yellow-Gold,Peach-Coral-Orange,,,,,Berries,,,"5"" to 18""",Fall,,,,"Create with our lifelike 14"" faux Berry Foliage Stem Sprays. Available in two colors. 12 stems shown in photo with our cylinder vase and clear gems (sold seperately).","14"" Tall","Bloom Diameter 5""",12 Stems Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,,,,,,,,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4168-MU,848644018841,All Stems ,"Faux Berry Foliage Stem Spray - 14"" ",Mustard,$1.87,$8.75,2,250,,12,Yellow-Gold,Peach-Coral-Orange,,,,,Berries,,,,,,,,"Create with our lifelike 14"" faux Berry Foliage Stem Sprays. Available in two colors. 12 stems shown in photo with our cylinder vase and clear gems (sold seperately).","14"" Tall","Bloom Diameter 5""",12 Stems Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,14''H,-,.5''D,12,6''Hx4''D,CV6048-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Sold Out For 2022,S4168-ORRD,848644018858,All Stems ,"Faux Berry Foliage Stem Spray - 14"" ",Orange/Red,$1.87,$8.75,2,0,,12,Yellow-Gold,Peach-Coral-Orange,,,,,Berries,,,,,,,,"Create with our lifelike 14"" faux Berry Foliage Stem Sprays. Available in two colors. 12 stems shown in photo with our cylinder vase and clear gems (sold seperately).","14"" Tall","Bloom Diameter 5""",12 Stems Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,14''H,-,.5''D,12,6''Hx4''D,CV6048-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4181,,All Stems ,"Faux Achillea Foliage Silk Flower Spray - 29"" ",Master SKU ,,,,NA,,12,Green-Brown-Beige,Red-Burgundy,,,,,Other Varieties,,,"25"" and Over",,,,,"Decorate with our 29"" silk Achillea stems. Available in two colors.12 stems shown in photo in our 12"" cylinder vase with glass gems (sold seperately). ","29"" Tall","Bloom Diameter 3""",12 Stems Shown In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,,,,,,,,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4181-GR,848644018865,All Stems ,"Faux Achillea Foliage Silk Flower Spray - 29"" ",Green,$3.12,$14.75,1,150,,12,Green-Brown-Beige,Red-Burgundy,Yellow-Gold,,,,Other Varieties,,,"25"" and Over",,,,,"Decorate with our 29"" silk Achillea stems. Available in two colors.12 stems shown in photo in our 12"" cylinder vase with glass gems (sold seperately). ","29"" Tall","Bloom Diameter 3""",12 Stems Shown In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,29''H,-,3''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4181-RU,848644018872,All Stems ,"Faux Achillea Foliage Silk Flower Spray - 29"" ",Rust,$3.12,$14.75,1,0,,12,Green-Brown-Beige,Red-Burgundy,Yellow-Gold,,,,Other Varieties,,,"25"" and Over",,,,,"Decorate with our 29"" silk Achillea stems. Available in two colors.12 stems shown in photo in our 12"" cylinder vase with glass gems (sold seperately). ","29"" Tall","Bloom Diameter 3""",12 Stems Shown In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,29''H,-,3''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4188-YL,848644017561,All Stems ,"Large Sunflower Silk Flower Stem - 29"" ",Yellow,$2.33,$11.75,2,150,,12,Yellow-Gold,,,,,,Sunflowers,,,"25"" and Over",,Summer ,Fall,,"Enjoy seasonal flowers year sound with our 29"" silk sunflowers.10 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (sold seperately).","29"" Tall","Bloom Diameter 7""",10 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,29''H,-,7''D,10,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4189-YL,848644017578,All Stems ,"Medium Sunflower Silk Flower Stem - 29"" ",Yellow,$2.28,$11.00,2,0,,12,Yellow-Gold,,,,,,Sunflowers,,,"25"" and Over",,Summer ,Fall,,"Enjoy seasonal flowers year sound with our 29"" silk sunflowers.10 stems shown in photo and arranged in our cylinder vase with clear gems (sold seperately).","29"" Tall","Bloom Diameter 6""",,Stems Arranged In Our Hand Blown Cylinder Vase With Glass Gems (Sold Seperately),Handcrafted In China - Imported,,,,,,,29''H,-,6''D,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4220,848644017585,All Stems ,"Open Rose Silk Flower Stem - 29"" ",Master SKU ,$2.55,$12.50,2,NA,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Make a statement with our 29"" silk rose stems, available in seven colors.12 Stems shown in photo and arranged in our 12"" cylinder vase with clear gems (sold seperately).","29"" Tall","Bloom Diameter 3.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,29''H,-,3.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4220-BLCO,848644017585,All Stems ,"Open Rose Silk Flower Stem - 29"" ",Blush/Coral,$2.55,$12.50,2,0,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Make a statement with our 29"" silk rose stems, available in seven colors.12 Stems shown in photo and arranged in our 12"" cylinder vase with clear gems (sold seperately).","29"" Tall","Bloom Diameter 3.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,29''H,-,3.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4220-LVMV,848644017592,All Stems ,"Open Rose Silk Flower Stem - 29"" ",Lavender/Mauve,$2.55,$12.25,2,150,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Make a statement with our 29"" silk rose stems, available in seven colors.12 Stems shown in photo and arranged in our 12"" cylinder vase with clear gems (sold seperately).","29"" Tall","Bloom Diameter 3.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,29''H,-,3.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4220-PK,848644017608,All Stems ,"Open Rose Silk Flower Stem - 29"" ",Pink,$2.55,$12.25,2,150,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Make a statement with our 29"" silk rose stems, available in seven colors.12 Stems shown in photo and arranged in our 12"" cylinder vase with clear gems (sold seperately).","29"" Tall","Bloom Diameter 3.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,29''H,-,3.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4220-RD,848644017615,All Stems ,"Open Rose Silk Flower Stem - 29"" ",Red,$2.55,$12.25,2,0,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Make a statement with our 29"" silk rose stems, available in seven colors.12 Stems shown in photo and arranged in our 12"" cylinder vase with clear gems (sold seperately).","29"" Tall","Bloom Diameter 3.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,29''H,-,3.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4220-SMPC,848644017622,All Stems ,"Open Rose Silk Flower Stem - 29"" ",Salmon/Peach,$2.55,$12.25,2,0,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Make a statement with our 29"" silk rose stems, available in seven colors.12 Stems shown in photo and arranged in our 12"" cylinder vase with clear gems (sold seperately).","29"" Tall","Bloom Diameter 3.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,29''H,-,3.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4220-WH,848644017639,All Stems ,"Open Rose Silk Flower Stem - 29"" ",White,$2.55,$12.25,2,150,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Make a statement with our 29"" silk rose stems, available in seven colors.12 Stems shown in photo and arranged in our 12"" cylinder vase with clear gems (sold seperately).","29"" Tall","Bloom Diameter 3.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,29''H,-,3.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4220-YE,848644017646,All Stems ,"Open Rose Silk Flower Stem - 29"" ",Yellow,$2.55,$12.25,2,150,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Make a statement with our 29"" silk rose stems, available in seven colors.12 Stems shown in photo and arranged in our 12"" cylinder vase with clear gems (sold seperately).","29"" Tall","Bloom Diameter 3.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,29''H,-,3.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,ITEMS HAVE TO BE ACTIVE FOR THE SWITCHING TO WORK.,,S4221,848644017653,All Stems ,"Rose Bud Silk Flower Stem - 30"" ",Master SKU ,$2.12,$9.75,2,NA,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Relish in a fresh garden look with our 30"" silk rosebuds. Available in seven colors. 12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (Sold Seperately) ","30"" Tall","Bloom Diameter 2.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,30''H,-,2.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4221-BLCO,848644017653,All Stems ,"Rose Bud Silk Flower Stem - 30"" ",Blush/Coral,$2.12,$9.75,2,0,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Relish in a fresh garden look with our 30"" silk rosebuds. Available in seven colors. 12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (Sold Seperately) ","30"" Tall","Bloom Diameter 2.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,30''H,-,2.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4221-LVMV,848644017660,All Stems ,"Rose Bud Silk Flower Stem - 30"" ",Lavender/Mauve,$2.12,$9.75,2,0,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Relish in a fresh garden look with our 30"" silk rosebuds. Available in seven colors. 12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (Sold Seperately) ","30"" Tall","Bloom Diameter 2.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,30''H,-,2.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4221-PK,848644017677,All Stems ,"Rose Bud Silk Flower Stem - 30"" ",Pink,$2.12,$9.75,2,0,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Relish in a fresh garden look with our 30"" silk rosebuds. Available in seven colors. 12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (Sold Seperately) ","30"" Tall","Bloom Diameter 2.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,30''H,-,2.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4221-RD,848644017684,All Stems ,"Rose Bud Silk Flower Stem - 30"" ",Red,$2.12,$9.75,2,0,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Relish in a fresh garden look with our 30"" silk rosebuds. Available in seven colors. 12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (Sold Seperately) ","30"" Tall","Bloom Diameter 2.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,30''H,-,2.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4221-SMPC,848644017691,All Stems ,"Rose Bud Silk Flower Stem - 30"" ",Salmon/Peach,$2.12,$9.75,2,0,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Relish in a fresh garden look with our 30"" silk rosebuds. Available in seven colors. 12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (Sold Seperately) ","30"" Tall","Bloom Diameter 2.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,30''H,-,2.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4221-WH,848644017707,All Stems ,"Rose Bud Silk Flower Stem - 30"" ",White,$2.12,$9.75,2,150,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Relish in a fresh garden look with our 30"" silk rosebuds. Available in seven colors. 12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (Sold Seperately) ","30"" Tall","Bloom Diameter 2.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,30''H,-,2.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4221-YE,848644017714,All Stems ,"Rose Bud Silk Flower Stem - 30"" ",Yellow,$2.12,$9.75,2,0,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Relish in a fresh garden look with our 30"" silk rosebuds. Available in seven colors. 12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (Sold Seperately) ","30"" Tall","Bloom Diameter 2.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,30''H,-,2.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,Needs Dimensions ,,S4268-BR,848644018889,All Stems ,Artifical Plastic Staghorn Branch ,Brown,$3.03,$14.50,1,0,,12,Green-Brown-Beige,,,,,,Twigs & Branches,,,,,,,,,,,,,,,,,,,,,,,12,16''Hx5''D,CV6058-CLR,,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4275-WH,848644017721,All Stems ,"Medium Faux Magnolia Flower Stem - 24"" ",White,$3.76,$17.75,1,0,,12,Cream-White,,,,,,Magnolia,,,"19"" to 24"" ",,,,,"Decorate with our 24"" realistic silk magnolia stems. 12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (Sold Seperately)","24"" Tall","Bloom Diameter 5.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Clear Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,24''H,-,5.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4276-WH,848644017738,All Stems ,"Large Faux Magnolia Flower Stem - 24"" ",White,$3.90,$18.75,1,0,,12,Cream-White,,,,,,Magnolia,,,"25"" and Over",,,,,"Decorate with our realistic silk magnolia stems. 12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (Sold Seperately).","25"" Tall","Bloom Diameter 6.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Clear Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,25''H,-,6.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,REQUESTING ENVIORNMENTAL,Available - Est Delivery 5-10 Days,S4325-ORFL,848644018896,All Stems ,"Rose, Hydrangea & Sunflower Silk Flower Bouquet",Orange/Flame,$4.11,$19.50,1,0,,12,Peach-Coral-Orange,,,,,,Roses & Ranunclus ,Hydranges,Bundles & Bouquets,"5"" to 18"" ",Spring,Summer,Fall,,"Easy decorating with our pre-made Rose, Hydrangea & Sunflower Bouquet. Simply drop into a vase or add a ribbon to display on its own. ","12"" H x 10"" W",Handcrafted Realism ,Imported ,,,,,,,,,12''H,10''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4338-GR,848644018902,All Stems ,"Artificial Arroyo Pointed Pine Foliage Stem - 14"" ",Green,$0.66,$3.25,6,250,,12,Green-Brown-Beige,,,,,,Greenery & Foliage,,,"5"" to 18""",,,,,"Decorate with ease with our 14"" faux Arroyo Pointed Pine Foliage Stem.","14"" Tall x 7"" Wide",,,,Handcrafted In China - Imported,,,,,,,14''H,7''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4339-GR,848644018919,All Stems ,"Artificial European Pine Foliage Stem with Cones - 18"" ",Green,$1.52,$7.25,3,250,,12,Green-Brown-Beige,,,,,,Greenery & Foliage,,,"5"" to 18""",Holiday,,,,"Create holiday bouquets at any time with our realistic 18"" faux European Pine Foliage Stem with Cones. ","18"" Tall x 12"" Wide",,,,Handcrafted In China - Imported,,,,,,,18''H,12''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,REQUESTING ENVIORNMENTAL,,S4352-GR,848644018926,All Stems ,"Artificial Chestnut Branch Foliage Stem (x 3) - 29"" ",Green,$1.66,$8.00,3,0,,12,Green-Brown-Beige,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,29''H,24''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4398,848644017745,All Stems ,"Blown Open Rose Silk Flower Stem - 29"" ",Master SKU ,$3.13,$14.75,1,NA,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Relish in a fresh garden look with our 30"" silk rose stems. Available in seven colors. 12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (Sold Seperately) ","29"" Tall","Bloom Diameter 4.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Clear Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,29''H,-,4.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4398-BLCO,848644017745,All Stems ,"Blown Open Rose Silk Flower Stem - 29"" ",Blush/Coral,$3.13,$14.75,1,0,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Relish in a fresh garden look with our 30"" silk rose stems. Available in seven colors. 12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (Sold Seperately) ","29"" Tall","Bloom Diameter 4.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Clear Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,29''H,-,4.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4398-LVMV,848644017752,All Stems ,"Blown Open Rose Silk Flower Stem - 29"" ",Lavender/Mauve,$3.13,$14.75,1,0,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Relish in a fresh garden look with our 30"" silk rose stems. Available in seven colors. 12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (Sold Seperately) ","29"" Tall","Bloom Diameter 4.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Clear Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,29''H,-,4.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4398-PK,848644017769,All Stems ,"Blown Open Rose Silk Flower Stem - 29"" ",Pink,$3.13,$14.75,1,0,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Relish in a fresh garden look with our 30"" silk rose stems. Available in seven colors. 12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (Sold Seperately) ","29"" Tall","Bloom Diameter 4.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Clear Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,29''H,-,4.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4398-RD,848644017776,All Stems ,"Blown Open Rose Silk Flower Stem - 29"" ",Red,$3.13,$14.75,1,0,,12,Peach-Coral-Orange,Lavender-Blue-Purple,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,Yellow-Gold,Roses & Ranunclus ,,,"25"" and Over",,,,,"Relish in a fresh garden look with our 30"" silk rose stems. Available in seven colors. 12 stems shown in photo and arranged in our 12"" cylinder vase with clear gems (Sold Seperately) ","29"" Tall","Bloom Diameter 4.5""",12 Stems In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Clear Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,29''H,-,4.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
